PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,Air_quality
126.84,212.59,23.71,47.59,51.3,38.68,2,14.47,56.85,1.84,4.26,0.49,300,Poor
123.48,205.56,22.07,45.46,48.06,39.32,2.52,11.35,53.7,1.72,3.78,0.38,271,Poor
157.33,298.58,38.37,63.88,67.65,46.95,1.62,18.67,60.7,2.08,5.48,0.62,293,Poor
140.35,282.16,34.69,54.28,71.59,52.36,1.49,12.25,52.12,1.72,5.93,0.79,318,Hazardous
115.05,239.61,27.97,51.46,64.81,46.26,1.29,14.2,52.29,1.35,4.57,0.45,277,Poor
133.8,252.13,22.5,46.74,56.52,45.13,1.3,13.2,52.23,1.44,3.23,0.4,284,Poor
163.6,308.37,42.64,63.42,78.45,45.41,1.33,14.77,43.11,2.04,4.47,0.36,313,Hazardous
143.29,274.72,28.45,56.51,67.62,44.96,1.21,14.94,41.11,1.74,4.88,0.42,324,Hazardous
131.49,246.92,26.04,54.53,55.33,43.31,1.18,14.58,49.34,1.64,3.92,0.36,287,Poor
186.19,338.61,66.23,74.83,86.77,47.89,1.75,13.8,45.91,3.21,6.09,0.78,334,Hazardous
203.33,348.94,56.38,74.5,84.22,49.6,1.7,14.35,49.11,3.32,6.44,0.61,375,Hazardous
209.7,373.06,71.59,99.06,86.85,47.52,2.55,13.77,53.31,6.94,11,1.21,378,Hazardous
148.13,300.96,57.19,62.4,82.24,51.43,1.56,14.45,43.54,3.53,5.29,0.67,350,Hazardous
72.36,153.11,16.51,33.08,42.62,46.64,0.97,8.58,37.47,0.8,2.11,0.29,218,Poor
103.93,170.12,37.45,46.48,72.84,50.89,1.21,10.25,38.83,1.73,4.16,0.35,189,Moderate
76.92,149.43,16.31,34.92,44.75,40.88,0.96,9.03,38.43,1.02,2.66,0.23,217,Poor
94.49,173.59,16.78,38.54,47.11,44.48,1.03,11.47,40.95,1.16,2.82,0.16,189,Moderate
123.19,219.11,24.78,48.33,60.03,49.81,1.21,12.49,38.4,1.52,3.48,0.21,248,Poor
127.8,244.27,24.55,49.9,60.9,49.73,1.27,15.01,44.13,1.73,3.91,0.33,277,Poor
127.27,234.67,35.15,50.94,67.43,45.32,1.36,12.17,45.75,2.15,3.78,0.31,284,Poor
172.55,315.75,68.88,71.76,88.37,46.22,1.96,15.25,49.74,3.07,5.52,0.79,321,Hazardous
167.16,317.53,56.44,68.29,87.59,49.25,1.89,14.53,51.27,3.34,5.42,0.53,335,Hazardous
172.99,346.46,72.82,92.54,94.31,49.47,2.42,13.97,57.47,5.24,8.8,0.93,347,Hazardous
159.67,313.47,59.65,66.4,90.58,55.72,1.8,15.89,47.69,4,8.11,0.55,333,Hazardous
163.75,333.99,59.63,70.77,92.54,59.64,1.81,16.26,48.62,3.89,9.53,0,331,Hazardous
164.2,349.29,47.09,62.66,80.95,62.61,1.52,15.09,55.26,2.85,5.82,0.27,347,Hazardous
106.26,222.46,25,42.88,59.15,50.57,1,14.34,43.87,2.05,3.94,0.2,317,Hazardous
67.27,156.72,14.44,33.59,43.27,41.83,0.88,9.64,43.19,1.09,2.1,0.05,170,Moderate
85.53,178.51,24.54,43.12,56.44,43.85,1.15,10.72,40.51,1.93,3.03,0.06,167,Moderate
143.25,279.26,42.48,52.5,78.41,53.64,1.47,14.52,46.16,2.47,6.26,0.26,274,Poor
120.71,256.86,45.93,51.74,79.9,49.29,1.43,14.9,40.69,2.3,5.76,0.56,293,Poor
139.18,253.32,46.05,50.64,78.23,48.86,1.64,11.52,45.55,3.01,4.5,0.77,300,Poor
98.25,205.92,26.84,41.07,59.03,44.26,1.18,12.93,38.38,1.85,3.67,0.57,244,Poor
79.83,182.26,25.27,39.02,56.08,39.35,0.99,12.95,34.95,1.63,2.92,0.14,205,Poor
76.96,164.74,24.87,39.58,56.62,38.32,0.99,12.7,40.45,1.39,2.92,0,180,Moderate
75.45,163.52,15.1,37.92,44.67,34.56,0.94,12.99,44.99,1.26,2.83,0,170,Moderate
87.62,178.53,25.71,45.6,54.4,36.46,1.11,13.23,45.24,1.7,3.57,0,192,Moderate
139.88,283.57,60.76,79.5,82.26,43.35,1.84,16.98,57.76,6.59,7.04,0,262,Poor
134.76,274.89,45.51,65.86,75.45,46.02,1.64,18.68,52.43,4.54,6.65,0,316,Hazardous
75.67,171.69,16.27,39.85,47.05,39.35,0.95,14.8,41.74,1.36,4,0,207,Poor
88.3,183.74,23.14,41.81,55.86,39.62,1.08,15.41,46.28,1.28,3.12,0,179,Moderate
105.29,223.67,28.38,45.32,65.27,42.8,1.18,17.48,44.49,1.29,3.51,0,236,Poor
109.22,245.66,41.54,56.5,73.67,42.23,1.54,17.22,43.79,1.87,4.78,0,241,Poor
116.62,328.98,60.02,64.82,87.49,40.47,1.63,17.39,48.03,2.85,5.34,0,287,Poor
108.98,314.72,36.34,48.86,66.89,43.23,1.23,16.08,37.77,3.53,5.3,0,314,Hazardous
111.67,256.67,27.56,41.48,62.19,42.2,1.09,16.61,43.04,4.14,4.59,0,269,Poor
81.57,170.16,21.81,32.61,44.69,33.72,1.09,13.63,37.89,1.73,2.68,0,218,Poor
82.15,173.07,18.88,31.72,41.03,30.32,1.2,17.22,45.83,0.93,2.17,0,177,Moderate
81.93,197.13,28.38,43.85,62.83,37.7,1.1,16.95,44.89,1.06,4.02,0,177,Moderate
109.99,249.2,44.27,55.71,82.08,44.26,1.42,20.52,51.95,3.19,7.16,0,224,Poor
133.53,280.94,30.35,45.33,66.03,49.85,1.36,24.36,52.82,4.03,5.93,0,302,Hazardous
83.4,176.02,13.53,33.49,41.53,42.95,1,17.14,45.99,1.92,3.93,0,226,Poor
64.2,151.45,14.86,34.53,42.49,34.91,0.89,12.75,46.6,1.57,3.61,0,171,Moderate
78.4,186.62,15.2,37.32,44.39,35.84,0.91,14.56,50.02,2.36,3.53,0,183,Moderate
85.34,190.95,11.77,34.66,41.31,37.35,0.96,15.57,54.47,1.74,2.91,0,202,Poor
85.9,198.67,19.04,41.2,51.42,36.49,1.06,16.28,52.72,2.64,3.4,0,203,Poor
111.26,256.4,42.38,60.75,76,37.92,1.52,18.5,49.55,4.42,5.92,0,246,Poor
117.78,280.25,55.87,71.04,79.52,37.48,1.74,16.27,57.85,6.14,7.37,0,293,Poor
95.98,217.49,17.1,41.56,49.23,37.18,1.01,16.53,57.43,2.72,3.78,0,238,Poor
96.45,241.13,21.45,45.84,58.22,37.57,1.11,15.95,58.75,3.12,5.64,0,234,Poor
101.59,292.49,25.6,44.76,57.92,42.4,1.17,16.59,67.56,2.96,5.24,0,269,Poor
75.14,199.8,15.98,37.97,46.42,37.86,1.01,14.13,68.76,2.97,3.11,0,217,Poor
96.38,241.96,26.07,48.52,64.03,43.29,1.22,16.54,64.33,3.33,4.77,0,217,Poor
101.18,252.21,27.42,51.63,66.35,45.56,1.28,17.36,67.6,3.22,4.13,0,239,Poor
111.82,262.69,32.79,52.51,69.5,50.48,1.44,16.58,65.46,2.64,4.85,0,244,Poor
152.56,337.64,43.18,60.24,76.02,49.53,1.76,19.67,64.73,4.62,6.26,0,329,Hazardous
100.5,231.2,25.66,44.92,62.14,43.35,1.42,19.96,54.04,2.64,4.14,0,271,Poor
48.46,132.97,18.92,36.94,50.39,42.48,1.12,10.48,54.42,1.43,3.32,0,170,Moderate
50.27,137.52,13.22,34.29,41.32,44.48,1.09,10.5,56.29,0.95,2.63,0,142,Moderate
49.56,123.41,24.07,39.45,53.81,44.12,1.35,10.77,42.76,2.34,4.47,0,133,Moderate
93.89,251.98,35.24,45.16,65.04,52.07,1.57,12.65,60.94,4.38,13.51,0,205,Poor
48.61,125.53,16.25,32.33,41.68,39.88,0.99,11.21,46.34,4.24,11.48,0,179,Moderate
46.21,109.03,20.89,40.94,49.98,33.55,1.3,10.07,48.2,4.98,6.09,0,135,Moderate
83.96,196.02,34.37,54.68,64.81,36.1,1.78,13.37,47.74,1.6,3.64,0,201,Poor
97.16,235.01,42.69,59.41,73.26,39.49,2.12,15.77,47.69,2.45,4.84,0,233,Poor
107.36,258.52,49,67.79,75.59,40.66,2.26,17.56,53.47,3.68,4.67,0,240,Poor
119.75,334.05,51.52,76.17,79.53,46.53,2.51,21.02,55.85,4.66,6.12,0,296,Poor
81.97,260.67,35.67,57.84,69.28,39.2,1.56,13.57,49.19,3.36,3.77,0,266,Poor
73.44,256.18,16.91,40.44,46.57,33.33,1.04,13.29,51.01,1.72,2.79,0,216,Poor
89.49,282.24,27.08,51.78,62.47,35.35,1.19,16.76,53.3,2.44,3.63,0,242,Poor
100.01,385.04,20.62,40.56,49.75,36.14,0.91,15.55,48.98,2.23,3.71,0,271,Poor
119.24,480.07,9.64,30.99,35.73,31.94,0.89,12.08,61.05,1.13,2.73,0,444,Severe
62.06,208.53,9.34,31.63,35.38,29.3,0.85,16.92,60.81,1.43,2.24,0,302,Hazardous
76.11,219.94,17.48,39.43,43.95,27.09,1.03,12.89,63.78,1.83,3.31,0,197,Moderate
108.64,274.05,27.8,57.07,61.05,32.19,1.28,17.01,59.45,3.36,5.14,0,242,Poor
117.56,313.41,46.07,82.47,77.25,31.94,2.02,15.1,48.81,6.04,8.18,0,287,Poor
142.82,397.1,44.46,78.5,78.44,41.32,2.09,17.89,65.07,5.52,6.76,0,329,Hazardous
107.47,336.49,22.69,49.86,54.16,51.03,1.41,12.96,69.49,2.86,4.75,0,351,Hazardous
84.13,316.52,11.33,36.11,41.23,44.78,1.14,12.38,75.5,1.7,3.23,0,288,Poor
89.1,259.12,13.32,42.57,48.22,47.69,1.26,16.1,69.07,1.87,3.3,0,259,Poor
79.3,214.51,21.81,46.42,58.38,49.72,1.12,11.9,60.39,1.71,3.66,0,221,Poor
54.88,165.91,11.11,33.37,41.04,44.37,0.81,8.8,65.54,1.18,1.91,0,173,Moderate
66.74,189.28,14.43,34.14,42.86,37.69,1.02,7.65,64.55,1.19,1.84,0,161,Moderate
47.25,153.75,15.63,31.77,40.96,38.01,1.23,9.52,50.16,0.94,2.3,0,167,Moderate
49.09,123.82,11.61,30.44,37.96,38.61,1.17,9.06,59.09,1.41,2.55,0,146,Moderate
74.82,196.76,23.26,46.75,55.93,44.85,1.74,11.85,59.48,2.46,4.28,0,174,Moderate
110.48,290.63,42.39,53.69,71.2,44.57,2.05,14.61,57.57,3.75,5.89,0,280,Poor
111.95,302.1,42.33,54.75,76.02,45.99,2.2,16.31,57.48,3.61,5.38,0,243,Poor
61,177.71,10.01,27.66,32.84,27.14,1.31,6.97,61.42,1.37,2.67,0,252,Poor
71.99,177.76,19.68,46.09,56.74,43.68,1.46,12.35,53.1,1.93,4.49,0,168,Moderate
93.45,215.34,28.94,52.15,68.21,53.84,2.41,12.02,57.78,2.3,4.57,0,218,Poor
132.39,315.8,35.51,65.41,75.54,51.67,2.73,16.58,65.24,4.4,5.38,0,292,Poor
144.33,353.5,45.32,74.13,88.45,65.63,3.2,17.75,67.9,4.15,5.23,0,330,Hazardous
80.64,236.35,17.22,31.22,44.1,59.34,2.1,11.48,67.88,1.31,2.15,0,285,Poor
49.22,137.39,13.4,40.3,41.85,46.61,2.05,11.3,56.2,1.07,2.34,0,174,Moderate
67.23,177.03,13.34,39.81,43.92,49.62,1.91,11.9,62.52,1.85,3.06,0,173,Moderate
78.74,221.21,16.47,41.79,45.65,43.11,1.11,9.25,54.41,2.59,3.61,0,194,Moderate
105.99,288.92,17.3,44.14,44.55,45.08,0.85,13.61,70.39,1.84,3.94,0,240,Poor
96.96,241.99,27.74,53.88,63.16,54.12,1.07,13.97,58.67,3.02,5.04,0,254,Poor
103.98,284.44,49.67,65.52,81.75,55.99,1.46,12.48,57.66,5.23,6.98,0,270,Poor
83.66,228.61,20.35,45.88,50.04,45.4,1.08,12.65,55.77,2.72,5.24,0,231,Poor
71.25,209.67,14.16,42.68,48.33,41.07,0.91,12.73,60.27,3.04,5.34,0,208,Poor
91.16,243.14,28.41,59.07,60.5,40.31,1.17,15.56,59.41,3.53,6.23,0,207,Poor
129.23,324,53.83,77.28,86.18,46.95,1.66,17.57,59.46,5.79,9.66,0,306,Hazardous
114.13,298.07,37.09,57.51,67.13,51.03,1.34,17.78,53.43,3.1,6.97,0,303,Hazardous
83.88,249.82,42.75,59.34,63.04,36.45,1.31,12.73,48.95,4.03,6.57,0,260,Poor
103.02,263.49,41.7,64.88,61.71,37.33,1.47,14.9,49.85,4.77,6.65,0,244,Poor
97.37,314.96,31.92,58.31,57.05,35.05,1.1,11.59,56.75,3.73,4.64,0,268,Poor
117.56,290.96,29.36,54.01,57.51,48.36,1.33,15.54,59.11,2.77,5.02,0,276,Poor
112.6,312.18,41.22,60.34,66.84,51.9,1.4,11.93,59.1,3.88,5.4,0,303,Hazardous
65.76,295.94,13.19,33.21,42.64,54.38,0.95,8.58,59.9,1.2,1.85,0,272,Poor
71.99,235.22,14.54,40.76,44.17,50.49,1,9.71,50.6,1.88,3.53,0,223,Poor
79.98,233.97,8.65,30.14,33.87,48.38,0.81,8.24,58.87,1.48,3.18,0,196,Moderate
52.6,154.66,12.65,29.28,35.13,41.24,0.98,9.08,60.12,1.51,3.67,0,183,Moderate
59.52,140.21,16.93,31.51,43.09,43.82,0.84,7.79,57.87,1.32,3.37,0,154,Moderate
64.42,179.31,14.32,30.68,38.57,49.08,0.81,8.14,57.03,2.13,3.41,0,170,Moderate
61.72,152.57,9.58,27.67,32.62,43.21,0.82,7.51,48.46,2.52,4.69,0,160,Moderate
57.68,159.45,8.99,31.11,33.05,39.58,0.88,9.34,48.47,2.71,6.46,0,146,Moderate
73.77,165.33,10.21,33.8,37.99,40.17,0.96,10.1,60.18,4.76,6.4,0,166,Moderate
76.78,196.34,9.8,31.27,36.1,46.72,0.95,7.75,54.22,2.56,4.55,0,180,Moderate
52.79,136.75,10.94,27.39,36.36,40.4,0.9,6.41,41.95,2.72,4.57,0,153,Moderate
67.02,141.09,16.94,34.23,38.52,49.24,0.93,7.35,45.16,2.67,7.04,0,153,Moderate
73.22,218.14,11.9,34.85,35.75,48.15,0.9,6.94,46.66,2.57,5.41,0,186,Moderate
141.28,497.9,11.06,31.72,34.01,40.05,0.87,8.73,37.85,2.26,6.1,0,285,Poor
261.77,743.98,11.58,25.75,30.62,32.58,0.77,6.91,27.45,2.33,4.31,0,453,Severe
225.49,761.91,11.75,25.37,29.01,27.3,0.72,7.22,43.38,2.25,9.35,0,522,Severe
153.28,613.34,12.05,24.61,29.31,26.27,0.7,7.31,40.15,2.98,10.64,0,593,Severe
127.32,516.85,10.15,25,29.76,28.12,0.68,7.29,45.76,3.36,5.58,0,531,Severe
84.47,289.18,8.45,22.78,27.88,27.53,0.68,6.18,44.56,2.78,6.3,0,384,Hazardous
61.06,166.71,11.44,26.68,31.17,33.27,0.77,7.71,46.41,2.82,8.24,0,179,Moderate
52.76,152.06,10.85,26.52,29.02,31.25,0.68,6.5,53.39,3.73,8.34,0.03,146,Moderate
67.55,201.22,13.82,33.71,37.25,36.03,0.77,10.05,60.2,4.51,10.83,0,175,Moderate
76.98,273.16,11.17,34.82,35.93,38.44,0.75,9.73,66.75,3.89,11.19,0,221,Poor
83.98,247.55,23.62,45.06,53.22,44.46,0.99,12.38,64.38,4.69,13.08,21.62,249,Poor
81.33,242.29,17.78,44.23,49.29,44.27,0.96,11.68,66.18,4.26,13.63,18.61,228,Poor
54.15,163.89,10.39,34.98,37.1,34.64,0.77,13.73,59.17,2.66,10.24,7.98,194,Moderate
46.9,155.61,10.81,34.92,31.12,32.64,0.74,12.17,39.06,1.93,11,2.05,168,Moderate
29.98,92.12,8.89,34.16,26.14,35.67,0.72,13.16,33.09,1.81,17.81,0.76,128,Moderate
52.48,111.4,9.03,31,25.96,44.57,0.84,10.43,44.04,2.24,22.29,1.31,126,Moderate
30.07,71.42,8.68,29.01,23.9,44.84,0.76,8.48,33.17,1.65,18.35,0.44,99,Satisfactory
37.11,84.12,10.99,30.43,26.78,42.44,0.87,9.36,31.43,2.22,17.18,1.01,90,Satisfactory
41.41,103.75,10.42,32.89,28.23,40.71,0.91,9.55,31.21,2.3,21.04,1.02,113,Moderate
34.18,97.81,10.82,28.46,26.45,44.47,0.78,8.53,28.09,1.56,20.66,1,102,Moderate
34.24,122.23,7.87,25.74,22.61,36.17,0.65,8.82,33.79,0.98,15.01,0.37,111,Moderate
44.55,109.65,11.74,37.27,32.19,38.7,0.86,10.11,39.78,1.82,21.86,1.98,122,Moderate
45.76,113.75,8.01,31.17,25.67,37,0.78,10.14,45.71,1.88,22.27,5.74,128,Moderate
50.41,133.6,13.52,38.05,33.66,38.45,0.95,11.14,41.14,2.57,32.38,14.04,130,Moderate
57.12,163.19,16.15,36.71,35.28,48.7,0.94,10.27,40.01,2.31,31.73,3.26,147,Moderate
61.93,158.13,8.99,34.43,28.17,51.84,0.9,10.4,53.82,2.06,24.89,2.46,155,Moderate
68.2,179.05,14.86,39.85,35.86,57.11,0.98,11.6,65.27,2.31,30.07,2.62,176,Moderate
70.48,169.96,9.06,35.14,28.69,55.38,0.93,11,54.8,1.66,20.19,1.01,168,Moderate
47.48,112.45,7.74,28.19,24.09,47.18,0.81,10.92,43.89,1.07,17.31,0.24,140,Moderate
39.78,102.39,8.76,31.82,26.63,39.31,0.84,11.26,34.6,1.49,21.21,0.39,111,Moderate
46.53,127.08,10.21,34.22,28.48,35.01,0.76,10.92,45.16,1.49,21.79,1.1,130,Moderate
28.44,61.6,12.27,31.94,29.09,33.49,0.88,10.69,26.96,1.55,24,0.99,109,Moderate
33.82,70.35,13.24,31.63,31.3,34.11,0.84,11.13,29.2,1.81,29.69,1.03,96,Satisfactory
37.76,78.42,8.28,28.9,25.51,32.08,0.78,10.64,28.01,1.19,21.78,0.41,92,Satisfactory
37.32,83.03,13.87,33.31,32.44,36.19,0.96,9.51,23.59,1.61,31.33,1.3,95,Satisfactory
34.26,84.78,11.89,30.73,28.81,41.85,0.87,10.2,31.96,1.53,28.84,0.85,105,Moderate
37.76,97.11,12.45,29.45,28.39,46.23,0.82,11.04,32.43,1.48,25.94,0.83,114,Moderate
35.04,83.54,10.58,27.41,25.71,41.74,0.8,11.14,31.96,1.31,22.7,0.47,106,Moderate
37.26,80.33,12.22,33.46,30.45,38.54,0.89,10.4,24.18,1.87,30.82,0.91,90,Satisfactory
50.21,95.93,17.99,36.48,37.03,43.54,0.97,11.2,32.23,2.32,32.24,0.88,114,Moderate
25.81,47.63,12.14,27.55,27.12,37.26,0.83,9.85,24.91,1.28,23.18,0.63,87,Satisfactory
32.39,69.73,14.28,28.74,29.43,39.3,0.81,10.43,26.11,1.39,23.1,0.48,80,Satisfactory
39.3,94.8,12.18,29.15,26.72,40.08,0.83,10.78,34.46,1.5,24.69,0.45,101,Moderate
34.7,80.13,15.59,27.58,28.48,39.46,0.81,9.99,21.39,1.18,26.71,0.56,90,Satisfactory
32.22,57.98,16.81,25.1,28.9,38.33,0.89,9.27,18.6,1.26,25.4,0.6,90,Satisfactory
21.75,35.79,14.04,23.41,25.77,33.02,0.91,9.13,19.82,1.46,30.17,0.54,68,Satisfactory
37.69,67.2,13.43,21.59,24.43,29.08,0.73,9.55,24.11,1.36,22.84,0.45,71,Satisfactory
44.03,116.89,18.34,25.02,30.46,36.7,0.74,9.37,26.19,1.24,22.57,0.44,100,Satisfactory
39.89,122.86,15.98,25.06,28.28,42.39,0.8,8.96,28.09,1.08,22.42,0.29,122,Moderate
50.59,165.4,15.59,28.84,30.1,41.94,0.91,9.12,27.81,1.28,24.33,0.57,135,Moderate
55.77,195.09,19.92,26.14,32.34,38.58,0.94,9.71,29.94,1.38,22.32,0.28,155,Moderate
71.5,268.29,20.56,25.2,32.61,36.33,0.86,10.22,29.3,1.47,23.26,0.31,215,Poor
65.46,248.8,19.1,26.08,31.73,34.43,0.78,9.48,28.1,1.4,20.79,0.21,228,Poor
69.75,264.97,19.25,28.77,32.96,33.4,0.76,9.61,29.61,1.23,22.81,0.33,215,Poor
63.57,246.89,17.71,24.82,29.73,33.84,0.71,9.86,25.4,1.08,17.19,0.4,234,Poor
50.64,131.76,19.28,26.59,32.23,45.36,0.9,9.4,27.42,1.44,22.79,0.49,166,Moderate
44.54,110.19,18.64,26.15,31.04,40.11,0.98,10.65,32.06,1.55,24.7,0.59,123,Moderate
36.7,76.04,19.04,25.24,30.33,38.57,1.02,9.47,31.12,1.55,23.23,0.58,108,Moderate
36.84,91.15,17.18,24.98,29.1,38.58,0.89,9.85,34.11,1.37,21.43,0.47,102,Moderate
46.24,115.63,27.59,34.82,42.63,40.95,1.11,9.66,31.83,1.81,28.91,0.33,111,Moderate
32.72,98.26,18.61,24.06,28.8,36.5,0.7,8.84,27.66,1.28,22.4,0.27,106,Moderate
25.7,83.58,14.86,23.5,25.93,30.55,0.66,9.09,23.92,0.97,20.03,0.1,92,Satisfactory
32.75,106.03,16.15,25.04,28.15,34.65,0.84,9.26,27.7,1.11,23.38,0.09,102,Moderate
46.85,126.7,14.03,29.49,30.34,39.38,1.09,9.86,32.47,1.57,31.99,0.19,122,Moderate
43,117.21,9.88,23.72,22.86,37.96,0.84,8.85,34.04,1.41,30.1,0.07,128,Moderate
36.49,88.06,18.67,29.32,33.72,40.19,1.21,10.43,31.87,1.88,38.17,0.11,109,Moderate
32.98,80.82,18.25,24.58,30.72,37.68,0.98,9.26,30.62,1.88,35.61,0.23,109,Moderate
32.11,77.4,12.87,26.17,26.14,32.83,0.88,10.05,30.9,1.61,31.04,0.05,90,Satisfactory
47.01,96,18.92,31.85,33.12,31.46,1.07,11.4,32.1,1.63,32.28,0.03,100,Satisfactory
61.1,125.39,23.17,32.54,37.99,38.4,1.18,10.88,39.36,1.66,30.16,0.12,138,Moderate
30.98,77.56,11.76,27.85,26.25,32.36,1.02,11.99,31.02,1.09,20.9,0.09,105,Moderate
29.75,74.91,14.93,28.18,28.73,28.58,0.9,11.43,25.33,1.23,25.98,0.05,91,Satisfactory
31.19,73.3,15.41,24.72,27.95,32.42,0.82,10.82,18.25,1.16,25.82,0.04,86,Satisfactory
23.71,88,17.54,24.6,29.81,28.45,0.8,10.4,19.29,1.15,27.47,0.16,89,Satisfactory
21.96,82.69,14.99,22.78,26.16,25.87,0.68,10.9,20.69,1.19,26.57,0.03,100,Satisfactory
23.96,77.21,9.89,19.92,20.16,24.13,0.6,10.31,24.77,0.96,20.49,0.08,85,Satisfactory
24.78,56.62,10.67,23.6,23.07,26.04,0.78,10.82,26.5,1.31,23.78,0.07,82,Satisfactory
29.26,58.76,14.65,25.52,27.65,27.99,0.85,10.84,21.91,1.53,28.19,0.09,81,Satisfactory
36.06,65.58,15.31,26.12,27.86,29.36,0.9,10.23,21.53,1.6,28.23,0.08,88,Satisfactory
41.26,95.47,21.4,28.28,34.45,29.82,0.95,9.97,27.06,1.78,30.81,0.2,97,Satisfactory
47.53,152.29,13.54,25.96,26.93,28.79,0.82,9.67,23.57,1.47,29.67,0.12,127,Moderate
45.19,110.35,19.47,28.51,31.54,31.04,1.02,10.53,19.58,2.24,34.3,0.04,132,Moderate
40.9,80.4,20.91,23.44,29.51,31.34,0.87,9.81,23.36,1.95,33.74,0.15,116,Moderate
42.06,72.38,17.6,27.63,30,30.05,1.06,9.96,26.15,2.11,29.86,0.79,89,Satisfactory
55.72,105.56,34.09,35.94,49.8,32.41,1.29,10.8,26.55,2.89,37.58,0.13,118,Moderate
39.77,101.8,21.85,30.63,37.55,29.56,1.04,9.62,20.64,2.12,31.65,0.08,108,Moderate
49.44,138.52,28.45,30.88,43.56,30.78,0.96,10.13,26.24,2.19,29.94,0.03,137,Moderate
42.11,87.03,30.95,37.91,49.1,32.06,1.1,10.75,28.23,2.51,36.86,0.28,117,Moderate
